,MUSE-SBSA,MUSE-SBSB,MUSE-SBSC,MUSE-SBSD
0,0.01625356,0.011380477,0.003980086,0.0063123764
1,0.012111919,0.008355195,0.0021186748,0.0049918056
2,0.0030724404,0.0021078542,0.0009185331,0.000839605
3,0.010970226,0.0071917484,0.0019606333,0.0033793482
4,0.009129685,0.0038352336,0.0030658157,0.002613852
5,0.004839313,0.0026982673,0.0013113143,0.0010071141
6,0.0024718493,0.00076023256,0.0003185742,0.00065819744
7,0.00786695,0.004153599,0.0031986102,0.0025920277
8,0.023688568,0.012938823,0.0077095167,0.008082678
9,0.013572609,0.0069502904,0.0037053996,0.004587706
10,0.00355911,0.0016511169,0.01024362,0.04594844
11,0.019125393,0.010533691,0.004565495,0.0045078336
12,0.010182767,0.00649745,0.0021007448,0.003794503
13,0.005094908,0.0027958069,0.0014755607,0.0026522125
14,0.0070271357,0.004035409,0.0014468819,0.002595399
15,0.0107935,0.006343568,0.0032467307,0.0069371024
16,0.06158335,0.034498535,0.007113546,0.008679346
17,0.011582208,0.0031426824,0.0015388407,0.0031771832
18,0.033825934,0.016988367,0.003158907,0.0061172596
19,0.031965565,0.01558275,0.005075757,0.0070345127
20,0.0052775266,0.0018159647,0.0006343035,0.0011796679
21,0.0024056125,0.0006442813,0.0003867444,0.0007509837
22,0.004731974,0.0015979275,0.00048268237,0.0011214911
23,0.008686314,0.002284764,0.0010525261,0.0032336465
24,0.017154362,0.012106209,0.004466922,0.0040455814
25,0.012874397,0.009236385,0.0031899854,0.003981933
26,0.003527363,0.0025748394,0.0013380588,0.0004447625
27,0.012479599,0.009373203,0.003065057,0.0047077895
28,0.009288468,0.003518374,0.0034360867,0.0008759199
29,0.008709526,0.0030876757,0.0009298857,0.0013606839
30,0.0077453787,0.0015194861,0.00047626076,0.001251228
31,0.010926956,0.005095032,0.0048112078,0.0011421515
32,0.026386077,0.01766041,0.014131576,0.0057655727
33,0.02270321,0.014998275,0.007256317,0.0070901304
34,0.004569787,0.002759565,0.009257506,0.032137975
35,0.030676033,0.019644681,0.01056392,0.009042731
36,0.00705688,0.0049488866,0.0010267346,0.0011894904
37,0.005372935,0.003236433,0.0010324825,0.0018705713
38,0.00888187,0.0059665507,0.0013344961,0.0014333468
39,0.007780516,0.0059680426,0.0013475756,0.002051392
40,0.021784589,0.0126988385,0.0021227926,0.002491117
41,0.008229221,0.0033356515,0.000955432,0.0030945272
42,0.015298446,0.0071315267,0.0014194074,0.0025811505
43,0.013837603,0.0074312664,0.00187592,0.0037999847
44,0.005384022,0.0011270883,0.00038218108,0.0013344462
45,0.0037788008,0.00082281494,0.00039770227,0.0011791746
46,0.005613366,0.0019431118,0.0006634734,0.0014099322
47,0.010080712,0.0019425733,0.0010635413,0.0045423857
48,0.006905946,0.005922001,0.0040218187,0.0065843263
49,0.009324263,0.006564673,0.0022290547,0.002557859
50,0.0025841463,0.002084358,0.0009517238,0.00089623604
51,0.0068626823,0.0065078125,0.002709728,0.004112416
52,0.0042881262,0.0026688725,0.0011220064,0.0007959021
53,0.004934435,0.0020107767,0.0006777526,0.0009085016
54,0.0016067935,0.0010795755,0.0006796547,2.0977432e-05
55,0.0046160463,0.0024386914,0.0023040809,0.0007045142
56,0.010515658,0.009280995,0.007319926,0.004458928
57,0.013818997,0.0076953024,0.005623184,0.007154318
58,0.0018759428,0.0013974372,0.008394672,0.038210433
59,0.015415667,0.009953758,0.00591572,0.008168052
60,0.0055179144,0.0036133565,0.0008542707,0.0007498032
61,0.003822788,0.0021333,0.00036584339,0.0010008113
62,0.006054168,0.0035134603,0.0006911703,0.0009655774
63,0.006018133,0.003648258,0.0007153131,0.0006751759
64,0.025102485,0.0122411335,0.002215159,0.005985152
65,0.0073656985,0.001551741,0.0010190834,0.0041489336
66,0.011660533,0.0048234784,0.0016816662,0.0036276225
67,0.015017266,0.006361226,0.0017708365,0.0053634658
68,0.0028191213,0.0008339348,0.000373655,0.0007565779
69,0.0015602562,0.0007059273,0.00027061338,0.0005194594
70,0.0036309692,0.0016210445,0.00044052396,0.0010504626
71,0.0037680983,0.001099494,0.0010911016,0.001971942
72,0.013864909,0.014739448,0.030720327,0.006347835
73,0.012054431,0.009956108,0.011979809,0.0042763525
74,0.0020775148,0.0024266122,0.0031904536,0.00077582663
75,0.014011666,0.01231316,0.018952647,0.011719859
76,0.0023025144,0.031492777,0.15310189,0.0010359193
77,0.0058775935,0.00886918,0.033108257,0.0015239865
78,0.0027142467,0.0018976994,0.0067683337,0.0008812663
79,0.00062374276,0.04028443,0.19141367,0.0031083098
80,0.025291305,0.045134902,0.22380039,0.01596686
81,0.020795757,0.016519874,0.045121793,0.009623291
82,0.0034623009,0.004728744,0.022366758,0.018584335
83,0.029933494,0.030715654,0.107450485,0.012059693
84,0.010012004,0.006103533,0.0030487762,0.006263955
85,0.0058229794,0.0026811778,0.00091798947,0.0014471529
86,0.006712938,0.003661131,0.00093396206,0.00074035657
87,0.010387576,0.0062642917,0.0025035623,0.003665715
88,0.02830019,0.009832857,0.003402826,0.0050947354
89,0.008169939,0.002967439,0.0012047315,0.0037659095
90,0.011867916,0.005792613,0.0014073804,0.0034391992
91,0.01650559,0.008488752,0.0029010451,0.0048783445
92,0.008077814,0.0027748062,0.0006047552,0.0015041465
93,0.0043428876,0.0009464103,0.00044323364,0.0013958252
94,0.006518604,0.0022460285,0.0007299733,0.0016555807
95,0.013185034,0.0032557573,0.0027786393,0.0061408393
